date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,year,month,quarter,house_age,is_renovated,years_since_renovation,living_lot_ratio,sqft_per_bedroom,sqft_per_bathroom,has_basement,basement_ratio,price_per_sqft,condition_label,state,zipcode
2014-05-02,463000.0,3.0,1.75,1710,7320,1.0,0,0,3,1710,0,1948,1994,Burke-Gilman Trail,Lake Forest Park,WA 98155,USA,2014,5,2,77,1,31,0.2336065573770492,570.0,977.1428571428571,0,0.0,270.7602339181287,Average,WA,98155
2014-05-02,1400000.0,4.0,2.5,2920,4000,1.5,0,0,5,1910,1010,1909,1988,3838-4098 44th Ave NE,Seattle,WA 98105,USA,2014,5,2,116,1,37,0.73,730.0,1168.0,1,0.3458904109589041,479.45205479452056,Very Good,WA,98105
2014-05-02,588500.0,3.0,1.75,2330,14892,1.0,0,0,3,1970,360,1980,0,1833 220th Pl NE,Sammamish,WA 98074,USA,2014,5,2,45,0,45,0.15645984421165726,776.6666666666666,1331.4285714285713,1,0.15450643776824036,252.57510729613733,Average,WA,98074
2014-05-02,365000.0,3.0,1.0,1090,6435,1.0,0,0,4,1090,0,1955,2009,2504 SW Portland Ct,Seattle,WA 98106,USA,2014,5,2,70,1,16,0.16938616938616938,363.3333333333333,1090.0,0,0.0,334.86238532110093,Good,WA,98106
2014-05-02,1200000.0,5.0,2.75,2910,9480,1.5,0,0,3,2910,0,1939,1969,3534 46th Ave NE,Seattle,WA 98105,USA,2014,5,2,86,1,56,0.3069620253164557,582.0,1058.1818181818182,0,0.0,412.37113402061857,Average,WA,98105
2014-05-02,242500.0,3.0,1.5,1200,9720,1.0,0,0,4,1200,0,1965,0,14034 SE 201st St,Kent,WA 98042,USA,2014,5,2,60,0,60,0.12345679012345678,400.0,800.0,0,0.0,202.08333333333334,Good,WA,98042
2014-05-02,419000.0,3.0,1.5,1570,6700,1.0,0,0,4,1570,0,1956,0,15424 SE 9th St,Bellevue,WA 98007,USA,2014,5,2,69,0,69,0.23432835820895523,523.3333333333334,1046.6666666666667,0,0.0,266.8789808917197,Good,WA,98007
2014-05-02,367500.0,4.0,3.0,3110,7231,2.0,0,0,3,3110,0,1997,0,11224 SE 306th Pl,Auburn,WA 98092,USA,2014,5,2,28,0,28,0.430092656617342,777.5,1036.6666666666667,0,0.0,118.16720257234726,Average,WA,98092
2014-05-02,257950.0,3.0,1.75,1370,5858,1.0,0,0,3,1370,0,1987,2000,1605 S 245th Pl,Des Moines,WA 98198,USA,2014,5,2,38,1,25,0.23386821440764766,456.6666666666667,782.8571428571429,0,0.0,188.28467153284672,Average,WA,98198
2014-05-02,275000.0,3.0,1.5,1180,10277,1.0,0,0,3,1180,0,1983,2009,12425 415th Ave SE,North Bend,WA 98045,USA,2014,5,2,42,1,16,0.11481949985404301,393.3333333333333,786.6666666666666,0,0.0,233.05084745762713,Average,WA,98045
2014-05-02,750000.0,3.0,1.75,2240,10578,2.0,0,0,5,1550,690,1923,0,3225 NE 92nd St,Seattle,WA 98115,USA,2014,5,2,102,0,102,0.21176025713745508,746.6666666666666,1280.0,1,0.3080357142857143,334.82142857142856,Very Good,WA,98115
2014-05-02,435000.0,4.0,1.0,1450,8800,1.0,0,0,4,1450,0,1954,1979,3922 154th Ave SE,Bellevue,WA 98006,USA,2014,5,2,71,1,46,0.16477272727272727,362.5,1450.0,0,0.0,300.0,Good,WA,98006
2014-05-02,626000.0,3.0,2.25,1750,1572,2.5,0,0,3,1470,280,2005,0,3140 Franklin Ave E,Seattle,WA 98102,USA,2014,5,2,20,0,20,1.11323155216285,583.3333333333334,777.7777777777778,1,0.16,357.7142857142857,Average,WA,98102
2014-05-02,612500.0,4.0,2.5,2730,12261,2.0,0,0,3,2730,0,1991,0,10212 NE 156th Pl,Bothell,WA 98011,USA,2014,5,2,34,0,34,0.22265720577440665,682.5,1092.0,0,0.0,224.35897435897436,Average,WA,98011
2014-05-02,495000.0,4.0,1.75,1600,6380,1.0,0,0,3,1130,470,1959,1989,2021 NE 100th St,Seattle,WA 98125,USA,2014,5,2,66,1,36,0.2507836990595611,400.0,914.2857142857143,1,0.29375,309.375,Average,WA,98125
2014-05-02,285000.0,3.0,2.5,2090,10834,1.0,0,0,4,1360,730,1987,0,27736 23rd Avenue South,Federal Way,WA 98003,USA,2014,5,2,38,0,38,0.19291120546427912,696.6666666666666,836.0,1,0.3492822966507177,136.36363636363637,Good,WA,98003
2014-05-02,615000.0,3.0,1.75,2360,7291,1.0,0,0,4,1360,1000,1948,0,8436-8438 41st Ave SW,Seattle,WA 98136,USA,2014,5,2,77,0,77,0.3236867370731038,786.6666666666666,1348.5714285714287,1,0.423728813559322,260.59322033898303,Good,WA,98136
2014-05-02,698000.0,4.0,2.25,2200,11250,1.5,0,0,5,1300,900,1920,0,1036 4th St,Kirkland,WA 98033,USA,2014,5,2,105,0,105,0.19555555555555557,550.0,977.7777777777778,1,0.4090909090909091,317.27272727272725,Very Good,WA,98033
2014-05-02,675000.0,5.0,2.5,2820,67518,2.0,0,0,3,2820,0,1979,2014,23525 SE 32nd Way,Issaquah,WA 98029,USA,2014,5,2,46,1,11,0.04176664000710922,564.0,1128.0,0,0.0,239.36170212765958,Average,WA,98029
2014-05-02,790000.0,3.0,2.5,2600,4750,1.0,0,0,4,1700,900,1951,1999,3314 NW 75th St,Seattle,WA 98117,USA,2014,5,2,74,1,26,0.5473684210526316,866.6666666666666,1040.0,1,0.34615384615384615,303.84615384615387,Good,WA,98117
2014-05-02,382500.0,4.0,1.75,1560,8700,1.0,0,0,4,1560,0,1967,0,14104 119th Ave NE,Kirkland,WA 98034,USA,2014,5,2,58,0,58,0.1793103448275862,390.0,891.4285714285714,0,0.0,245.19230769230768,Good,WA,98034
2014-05-02,499950.0,4.0,2.5,2860,3345,2.0,0,0,3,2190,670,2004,2003,20120 137th Ave NE,Woodinville,WA 98072,USA,2014,5,2,21,1,22,0.8550074738415545,715.0,1144.0,1,0.23426573426573427,174.80769230769232,Average,WA,98072
2014-05-02,650000.0,4.0,2.0,1820,5000,1.5,0,1,3,1640,180,1945,2010,7201-7399 55th Ave NE,Seattle,WA 98115,USA,2014,5,2,80,1,15,0.364,455.0,910.0,1,0.0989010989010989,357.14285714285717,Average,WA,98115
2014-05-02,625000.0,4.0,2.5,2820,8408,2.0,0,0,3,2820,0,2014,0,17052 4th Ave NE,Shoreline,WA 98155,USA,2014,5,2,11,0,11,0.33539486203615604,705.0,1128.0,0,0.0,221.63120567375887,Average,WA,98155
2014-05-02,400000.0,4.0,2.5,3630,42884,1.5,0,0,3,2300,1330,1979,2014,5172-5198 Heather Ave SE,Auburn,WA 98092,USA,2014,5,2,46,1,11,0.08464695457513291,907.5,1452.0,1,0.36639118457300274,110.19283746556474,Average,WA,98092
2014-05-02,604000.0,3.0,2.5,3240,33151,2.0,0,2,3,3240,0,1995,0,30822 36th Ct SW,Federal Way,WA 98023,USA,2014,5,2,30,0,30,0.09773460830744171,1080.0,1296.0,0,0.0,186.41975308641975,Average,WA,98023
2014-05-02,440000.0,2.0,1.0,800,4850,1.0,0,0,4,800,0,1944,0,4801-4899 6th Ave NW,Seattle,WA 98107,USA,2014,5,2,81,0,81,0.16494845360824742,400.0,800.0,0,0.0,550.0,Good,WA,98107
2014-05-02,287200.0,3.0,3.0,1850,19966,1.0,0,0,4,1090,760,1992,0,23017 SE 281st Ct,Maple Valley,WA 98038,USA,2014,5,2,33,0,33,0.09265751778022638,616.6666666666666,616.6666666666666,1,0.41081081081081083,155.24324324324326,Good,WA,98038
2014-05-02,403000.0,3.0,2.0,1960,13100,1.0,0,2,5,1650,310,1957,0,17825 4th Ave SW,Normandy Park,WA 98166,USA,2014,5,2,68,0,68,0.14961832061068703,653.3333333333334,980.0,1,0.15816326530612246,205.6122448979592,Very Good,WA,98166
2014-05-02,750000.0,3.0,2.5,2390,6550,1.0,0,2,4,1440,950,1955,2009,3628 59th Ave SW,Seattle,WA 98116,USA,2014,5,2,70,1,16,0.3648854961832061,796.6666666666666,956.0,1,0.39748953974895396,313.8075313807531,Good,WA,98116
2014-05-02,335000.0,3.0,2.25,1580,16215,1.0,0,0,4,1580,0,1978,2000,4460 332nd Ave SE,Fall City,WA 98024,USA,2014,5,2,47,1,25,0.09744064138143695,526.6666666666666,702.2222222222222,0,0.0,212.0253164556962,Good,WA,98024
2014-05-02,260000.0,4.0,2.0,1480,8625,1.0,0,0,4,1480,0,1974,0,2019 Aberdeen Pl SE,Renton,WA 98055,USA,2014,5,2,51,0,51,0.17159420289855074,370.0,740.0,0,0.0,175.67567567567568,Good,WA,98055
2014-05-02,308500.0,2.0,1.0,850,6174,1.0,0,0,4,850,0,1950,1983,121 NE 147th St,Shoreline,WA 98155,USA,2014,5,2,75,1,42,0.137674117265954,425.0,850.0,0,0.0,362.94117647058823,Good,WA,98155
2014-05-02,439950.0,3.0,2.5,1770,2875,2.0,0,0,3,1770,0,1990,2009,4458 51st Ave SW,Seattle,WA 98116,USA,2014,5,2,35,1,16,0.6156521739130435,590.0,708.0,0,0.0,248.5593220338983,Average,WA,98116
2014-05-02,235000.0,2.0,1.0,1210,9400,1.0,0,0,2,1210,0,1949,0,7542 21st Ave SW,Seattle,WA 98106,USA,2014,5,2,76,0,76,0.12872340425531914,605.0,1210.0,0,0.0,194.21487603305786,Fair,WA,98106
2014-05-02,315000.0,3.0,1.0,1160,9180,1.0,0,0,3,1160,0,1968,1997,15804 198th Pl NE,Woodinville,WA 98077,USA,2014,5,2,57,1,28,0.12636165577342048,386.6666666666667,1160.0,0,0.0,271.55172413793105,Average,WA,98077
2014-05-02,437500.0,3.0,2.25,1970,35100,2.0,0,0,4,1970,0,1977,0,26069 SE 154th St,Issaquah,WA 98027,USA,2014,5,2,48,0,48,0.05612535612535612,656.6666666666666,875.5555555555555,0,0.0,222.08121827411168,Good,WA,98027
2014-05-02,407500.0,3.0,2.5,1930,10460,2.0,0,0,3,1930,0,1996,0,4314 NE 6th Pl,Renton,WA 98059,USA,2014,5,2,29,0,29,0.18451242829827916,643.3333333333334,772.0,0,0.0,211.13989637305698,Average,WA,98059
2014-05-02,445700.0,3.0,2.5,1270,1180,3.0,0,0,3,1270,0,2001,0,2640 NW 56th St,Seattle,WA 98107,USA,2014,5,2,24,0,24,1.076271186440678,423.3333333333333,508.0,0,0.0,350.9448818897638,Average,WA,98107
2014-05-02,838000.0,4.0,2.5,3310,42998,2.0,0,0,3,3310,0,2001,0,15712 NE 136th Pl,Redmond,WA 98052,USA,2014,5,2,24,0,24,0.07698032466626355,827.5,1324.0,0,0.0,253.17220543806647,Average,WA,98052
2014-05-02,630000.0,4.0,2.75,2710,37277,2.0,0,0,3,2710,0,2000,0,26429 SE 154th Pl,Issaquah,WA 98027,USA,2014,5,2,25,0,25,0.07269898328728171,677.5,985.4545454545455,0,0.0,232.47232472324723,Average,WA,98027
2014-05-02,550000.0,3.0,1.75,2910,35200,1.5,0,0,3,2910,0,1979,2014,3923 229th Pl SE,Sammamish,WA 98075,USA,2014,5,2,46,1,11,0.08267045454545455,970.0,1662.857142857143,0,0.0,189.00343642611685,Average,WA,98075
2014-05-02,805000.0,3.0,2.0,2710,4500,1.5,0,0,4,1880,830,1929,0,6222 30th Ave NE,Seattle,WA 98115,USA,2014,5,2,96,0,96,0.6022222222222222,903.3333333333334,1355.0,1,0.3062730627306273,297.0479704797048,Good,WA,98115
2014-05-02,284000.0,3.0,1.75,1800,23103,1.0,0,0,3,1800,0,1968,1997,32418 NE 50th St,Carnation,WA 98014,USA,2014,5,2,57,1,28,0.07791195948578107,600.0,1028.5714285714287,0,0.0,157.77777777777777,Average,WA,98014
2014-05-02,470000.0,5.0,2.5,2210,9655,1.0,0,0,3,1460,750,1976,0,19334 89th Ave NE,Bothell,WA 98011,USA,2014,5,2,49,0,49,0.2288969445882962,442.0,884.0,1,0.3393665158371041,212.66968325791856,Average,WA,98011
2014-05-02,430000.0,4.0,1.5,1920,10000,1.0,0,0,4,1070,850,1954,1979,4071 156th Ave SE,Bellevue,WA 98006,USA,2014,5,2,71,1,46,0.192,480.0,1280.0,1,0.4427083333333333,223.95833333333334,Good,WA,98006
2014-05-02,491500.0,4.0,1.75,2190,125452,1.0,0,2,3,2190,0,1968,1997,36850 204th Ave SE,Auburn,WA 98092,USA,2014,5,2,57,1,28,0.017456875936613207,547.5,1251.4285714285713,0,0.0,224.42922374429224,Average,WA,98092
2014-05-02,785000.0,5.0,3.25,3660,11995,2.0,0,2,3,3660,0,2006,0,7425 Snowberry Ave SE,Snoqualmie,WA 98065,USA,2014,5,2,19,0,19,0.3051271363067945,732.0,1126.1538461538462,0,0.0,214.4808743169399,Average,WA,98065
2014-05-02,385000.0,3.0,3.25,1320,1327,2.0,0,0,3,1040,280,2008,0,3400 21st Ave W,Seattle,WA 98199,USA,2014,5,2,17,0,17,0.9947249434815373,440.0,406.15384615384613,1,0.21212121212121213,291.6666666666667,Average,WA,98199
2014-05-02,295000.0,2.0,2.5,1630,1368,2.0,0,0,3,1280,350,2009,0,5944-6082 Delridge Way SW,Seattle,WA 98106,USA,2014,5,2,16,0,16,1.1915204678362572,815.0,652.0,1,0.2147239263803681,180.98159509202455,Average,WA,98106
2014-05-02,555000.0,4.0,2.5,3310,6500,2.0,0,0,3,3310,0,2012,1912,35229 SE Terrace St,Snoqualmie,WA 98065,USA,2014,5,2,13,1,113,0.5092307692307693,827.5,1324.0,0,0.0,167.67371601208458,Average,WA,98065
2014-05-02,459990.0,3.0,2.5,2680,5539,2.0,0,0,3,2680,0,2013,1923,13800 453rd Ave SE,North Bend,WA 98045,USA,2014,5,2,12,1,102,0.48384184870915325,893.3333333333334,1072.0,0,0.0,171.63805970149255,Average,WA,98045
2014-05-02,625000.0,4.0,3.25,2730,54014,1.0,0,0,3,1560,1170,2007,0,9927 174th Ave SE,Renton,WA 98059,USA,2014,5,2,18,0,18,0.05054245195690006,682.5,840.0,1,0.42857142857142855,228.93772893772893,Average,WA,98059
2014-05-02,300000.0,3.0,2.5,2540,5050,2.0,0,0,3,2540,0,2006,0,29734 215th Terrace SE,Kent,WA 98042,USA,2014,5,2,19,0,19,0.502970297029703,846.6666666666666,1016.0,0,0.0,118.11023622047244,Average,WA,98042
2014-05-03,625000.0,4.0,2.75,2920,6605,2.0,0,0,3,2920,0,2012,1912,5608 NE 5th Cir,Renton,WA 98059,USA,2014,5,2,13,1,113,0.4420893262679788,730.0,1061.8181818181818,0,0.0,214.04109589041096,Average,WA,98059
2014-05-03,553000.0,2.0,1.0,900,5000,1.0,0,0,3,900,0,1944,0,8053 29th Ave NW,Seattle,WA 98117,USA,2014,5,2,81,0,81,0.18,450.0,900.0,0,0.0,614.4444444444445,Average,WA,98117
2014-05-03,379880.0,3.0,2.5,1650,14054,1.0,0,0,4,1130,520,1986,0,13256 242nd Pl SE,Issaquah,WA 98027,USA,2014,5,2,39,0,39,0.11740429770883734,550.0,660.0,1,0.3151515151515151,230.23030303030302,Good,WA,98027
2014-05-03,310000.0,3.0,1.0,1010,9945,1.0,0,0,4,1010,0,1973,0,7528 N Fork Rd SE,Snoqualmie,WA 98065,USA,2014,5,2,52,0,52,0.10155857214680744,336.6666666666667,1010.0,0,0.0,306.9306930693069,Good,WA,98065
2014-05-04,775000.0,2.0,2.5,2680,7392,1.0,0,0,3,2680,0,2004,2003,13134 234th Ct NE,Redmond,WA 98053,USA,2014,5,2,21,1,22,0.3625541125541126,1340.0,1072.0,0,0.0,289.17910447761193,Average,WA,98053
2014-05-04,365000.0,3.0,2.5,2200,7350,1.0,0,0,5,1570,630,1988,0,13420 SE 182nd St,Renton,WA 98058,USA,2014,5,2,37,0,37,0.29931972789115646,733.3333333333334,880.0,1,0.2863636363636364,165.9090909090909,Very Good,WA,98058
2014-05-04,331950.0,4.0,2.5,2530,9933,2.0,0,2,3,2010,520,1990,2009,925 48th Ct,Auburn,WA 98092,USA,2014,5,2,35,1,16,0.2547065337763012,632.5,1012.0,1,0.20553359683794467,131.20553359683794,Average,WA,98092
2014-05-04,783500.0,3.0,2.5,2850,7130,2.0,0,0,3,1990,860,1980,0,151 Euclid Ave,Seattle,WA 98122,USA,2014,5,2,45,0,45,0.3997194950911641,950.0,1140.0,1,0.3017543859649123,274.9122807017544,Average,WA,98122
2014-05-04,628000.0,4.0,2.0,2280,6010,1.0,0,0,3,1140,1140,1900,2005,205-206 Euclid Ave,Seattle,WA 98122,USA,2014,5,2,125,1,20,0.3793677204658902,570.0,1140.0,1,0.5,275.43859649122805,Average,WA,98122
2014-05-05,560000.0,3.0,2.5,1900,8744,2.0,0,0,3,1900,0,1987,2000,22314 NE 11th Pl,Sammamish,WA 98074,USA,2014,5,2,38,1,25,0.217291857273559,633.3333333333334,760.0,0,0.0,294.7368421052632,Average,WA,98074
2014-05-05,900000.0,3.0,1.0,1330,77972,1.0,0,0,3,1330,0,1928,1954,13615 NE 100th St,Kirkland,WA 98033,USA,2014,5,2,97,1,71,0.017057405222387523,443.3333333333333,1330.0,0,0.0,676.6917293233083,Average,WA,98033
2014-05-05,531000.0,2.0,3.0,1270,1175,2.0,0,0,3,1110,160,2000,0,1411 N 48th St,Seattle,WA 98103,USA,2014,5,2,25,0,25,1.0808510638297872,635.0,423.3333333333333,1,0.12598425196850394,418.1102362204724,Average,WA,98103
2014-05-05,831000.0,4.0,3.0,2170,4000,2.0,0,0,4,1610,560,1982,2011,120 31st Ave E,Seattle,WA 98112,USA,2014,5,2,43,1,14,0.5425,542.5,723.3333333333334,1,0.25806451612903225,382.94930875576034,Good,WA,98112
2014-05-05,780000.0,4.0,2.5,2730,10281,2.0,0,2,3,2730,0,1996,0,23140 NE 14th Ct,Sammamish,WA 98074,USA,2014,5,2,29,0,29,0.26553837175372047,682.5,1092.0,0,0.0,285.7142857142857,Average,WA,98074
2014-05-05,755000.0,4.0,2.5,2120,10202,1.0,0,0,4,1620,500,1960,2001,12645 SE 27th St,Bellevue,WA 98005,USA,2014,5,2,65,1,24,0.20780239168790432,530.0,848.0,1,0.2358490566037736,356.1320754716981,Good,WA,98005
2014-05-05,705380.0,3.0,2.5,2490,4343,2.0,0,0,3,2490,0,2003,0,3187 NE Larkspur Ln,Issaquah,WA 98029,USA,2014,5,2,22,0,22,0.5733364034077827,830.0,996.0,0,0.0,283.285140562249,Average,WA,98029
2014-05-05,627000.0,4.0,2.25,1990,7712,1.0,0,0,3,1210,780,1973,2013,18915 SE 42nd Pl,Issaquah,WA 98027,USA,2014,5,2,52,1,12,0.25803941908713696,497.5,884.4444444444445,1,0.39195979899497485,315.0753768844221,Average,WA,98027
2014-05-05,865000.0,4.0,3.0,3690,9892,2.0,0,0,3,3690,0,1998,2006,1765 267th Ct SE,Sammamish,WA 98075,USA,2014,5,2,27,1,19,0.37302871006874244,922.5,1230.0,0,0.0,234.41734417344173,Average,WA,98075
2014-05-05,580000.0,2.0,1.0,2540,7000,1.0,0,0,5,1320,1220,1942,0,8624 Island Dr S,Seattle,WA 98118,USA,2014,5,2,83,0,83,0.3628571428571429,1270.0,2540.0,1,0.48031496062992124,228.3464566929134,Very Good,WA,98118
2014-05-05,410000.0,3.0,2.25,1800,36704,1.0,0,0,4,1360,440,1978,2000,24502 SE Mirrormont Dr,Issaquah,WA 98027,USA,2014,5,2,47,1,25,0.0490409764603313,600.0,800.0,1,0.24444444444444444,227.77777777777777,Good,WA,98027
2014-05-05,485000.0,4.0,3.0,2340,7048,1.0,0,0,4,1340,1000,1979,0,14319 85th Pl NE,Kirkland,WA 98034,USA,2014,5,2,46,0,46,0.33200908059023837,585.0,780.0,1,0.42735042735042733,207.26495726495727,Good,WA,98034
2014-05-05,400000.0,2.0,1.75,2110,9519,1.0,0,0,2,2110,0,1948,0,2120 NE 168th St,Shoreline,WA 98155,USA,2014,5,2,77,0,77,0.22166193927933606,1055.0,1205.7142857142858,0,0.0,189.5734597156398,Fair,WA,98155
2014-05-05,549000.0,2.0,1.0,1140,5400,1.0,0,0,5,1140,0,1908,0,209 30th Ave E,Seattle,WA 98112,USA,2014,5,2,117,0,117,0.2111111111111111,570.0,1140.0,0,0.0,481.57894736842104,Very Good,WA,98112
2014-05-05,620000.0,3.0,1.75,1480,2185,2.5,0,0,3,1480,0,2005,0,10512 128th Ave NE,Kirkland,WA 98033,USA,2014,5,2,20,0,20,0.6773455377574371,493.3333333333333,845.7142857142857,0,0.0,418.9189189189189,Average,WA,98033
2014-05-05,405000.0,2.0,3.0,1410,1240,2.0,0,0,3,1140,270,2006,0,9126 45th Ave SW,Seattle,WA 98136,USA,2014,5,2,19,0,19,1.1370967741935485,705.0,470.0,1,0.19148936170212766,287.2340425531915,Average,WA,98136
2014-05-05,232000.0,2.0,1.0,1200,8063,1.0,0,0,4,1200,0,1958,1972,20220 8th Ave S,Des Moines,WA 98198,USA,2014,5,2,67,1,53,0.1488279796601761,600.0,1200.0,0,0.0,193.33333333333334,Good,WA,98198
2014-05-05,800866.0,5.0,2.5,3180,13806,2.0,0,0,4,3180,0,1990,0,11821 NE 48th Pl,Kirkland,WA 98033,USA,2014,5,2,35,0,35,0.23033463711429814,636.0,1272.0,0,0.0,251.8446540880503,Good,WA,98033
2014-05-05,650000.0,3.0,1.5,2160,9000,1.0,0,2,4,1400,760,1949,1985,13026 10th Ave NW,Seattle,WA 98177,USA,2014,5,2,76,1,40,0.24,720.0,1440.0,1,0.35185185185185186,300.9259259259259,Good,WA,98177
2014-05-05,823000.0,6.0,1.75,2920,5000,2.5,0,0,4,2780,140,1908,0,125 29th Ave,Seattle,WA 98122,USA,2014,5,2,117,0,117,0.584,486.6666666666667,1668.5714285714287,1,0.04794520547945205,281.8493150684931,Good,WA,98122
2014-05-05,770000.0,3.0,2.0,2350,5700,1.5,0,0,4,1810,540,1939,1989,2171 Boyer Ave E,Seattle,WA 98112,USA,2014,5,2,86,1,36,0.41228070175438597,783.3333333333334,1175.0,1,0.2297872340425532,327.6595744680851,Good,WA,98112
2014-05-05,524000.0,3.0,1.75,1560,5520,1.0,0,0,4,780,780,1944,0,3434 33rd Ave W,Seattle,WA 98199,USA,2014,5,2,81,0,81,0.2826086956521739,520.0,891.4285714285714,1,0.5,335.8974358974359,Good,WA,98199
2014-05-05,541125.0,5.0,2.75,2740,8426,1.0,0,0,4,1370,1370,1960,2001,5211 116th Pl SE,Bellevue,WA 98006,USA,2014,5,2,65,1,24,0.3251839544267743,548.0,996.3636363636364,1,0.5,197.49087591240877,Good,WA,98006
2014-05-05,670000.0,3.0,2.5,1680,2000,3.0,0,0,3,1680,0,1909,1998,3503 NE 44th St,Seattle,WA 98105,USA,2014,5,2,116,1,27,0.84,560.0,672.0,0,0.0,398.8095238095238,Average,WA,98105
2014-05-05,384900.0,5.0,2.5,3090,12750,1.0,0,0,3,1750,1340,1968,1997,114 SW 292nd St,Federal Way,WA 98023,USA,2014,5,2,57,1,28,0.24235294117647058,618.0,1236.0,1,0.4336569579288026,124.5631067961165,Average,WA,98023
2014-05-05,406100.0,3.0,2.25,1410,1332,3.0,0,0,3,1410,0,2005,0,8536 Interlake Ave N,Seattle,WA 98103,USA,2014,5,2,20,0,20,1.0585585585585586,470.0,626.6666666666666,0,0.0,288.01418439716315,Average,WA,98103
2014-05-05,1395000.0,5.0,3.5,4010,8510,2.0,0,1,5,2850,1160,1971,0,3930 NE Belvoir Pl,Seattle,WA 98105,USA,2014,5,2,54,0,54,0.4712103407755582,802.0,1145.7142857142858,1,0.2892768079800499,347.8802992518703,Very Good,WA,98105
2014-05-05,736500.0,4.0,2.5,3180,21904,2.0,0,3,3,3180,0,2000,0,17132 SE 100th St,Renton,WA 98059,USA,2014,5,2,25,0,25,0.1451789627465303,795.0,1272.0,0,0.0,231.60377358490567,Average,WA,98059
2014-05-05,570000.0,3.0,2.25,2010,6000,1.0,0,0,3,1330,680,1975,0,10204 168th Pl NE,Redmond,WA 98052,USA,2014,5,2,50,0,50,0.335,670.0,893.3333333333334,1,0.3383084577114428,283.5820895522388,Average,WA,98052
2014-05-05,787000.0,3.0,1.75,1330,7500,1.0,0,0,3,1330,0,1961,2004,218 109th Ave SE,Bellevue,WA 98004,USA,2014,5,2,64,1,21,0.17733333333333334,443.3333333333333,760.0,0,0.0,591.7293233082706,Average,WA,98004
2014-05-05,328000.0,4.0,2.5,2370,6500,2.0,0,0,3,2370,0,1998,2006,12621 SE 300th Way,Auburn,WA 98092,USA,2014,5,2,27,1,19,0.3646153846153846,592.5,948.0,0,0.0,138.39662447257385,Average,WA,98092
2014-05-05,435000.0,5.0,2.0,1840,9240,1.0,0,0,4,1540,300,1942,1958,14013 Ashworth Ave N,Seattle,WA 98133,USA,2014,5,2,83,1,67,0.19913419913419914,368.0,920.0,1,0.16304347826086957,236.41304347826087,Good,WA,98133
